Ad ID,Category,Price,Currency,Price per m2,Floor Number,Room Count,Area,Location,Excerpt,Last Updated,State of Repair,Link
5150833,Köhnə tikili,195 000,AZN,2 790 AZN/m²,3 / 5,3,70 m²,Nizami m.,var,"13.06.2025, 21:53",var,https://bina.az/items/5150833
5265352,Yeni tikili,171 000,AZN,2 010 AZN/m²,10 / 11,2,85 m²,Xalqlar Dostluğu m.,var,"13.06.2025, 18:00",var,https://bina.az/items/5265352
5155443,Yeni tikili,295 000,AZN,2 360 AZN/m²,8 / 16,3,125 m²,Elmlər Akademiyası m.,var,"13.06.2025, 14:25",var,https://bina.az/items/5155443
5265921,Yeni tikili,287 000,AZN,2 990 AZN/m²,3 / 12,3,96 m²,Qara Qarayev m.,var,"13.06.2025, 12:53",var,https://bina.az/items/5265921
5278249,Yeni tikili,240 000,AZN,2 070 AZN/m²,17 / 17,2,116.2 m²,Bayıl q.,var,"14.06.2025, 01:32",var,https://bina.az/items/5278249
5125389,Yeni tikili,394 000,AZN,3 200 AZN/m²,2 / 5,3,123 m²,Nəsimi r.,var,"14.06.2025, 01:02",var,https://bina.az/items/5125389
5278247,Yeni tikili,335 000,AZN,2 030 AZN/m²,17 / 17,4,165 m²,Neftçilər m.,var,"14.06.2025, 01:00",var,https://bina.az/items/5278247
5278246,Köhnə tikili,132 000,AZN,2 200 AZN/m²,1 / 5,2,60 m²,Əmircan q.,var,"14.06.2025, 01:00",var,https://bina.az/items/5278246
5059497,Köhnə tikili,250 000,AZN,3 850 AZN/m²,2 / 3,2,65 m²,28 May m.,var,"14.06.2025, 00:56",var,https://bina.az/items/5059497
5278241,Köhnə tikili,66 000,AZN,2 200 AZN/m²,1 / 4,1,30 m²,Suraxanı q.,var,"14.06.2025, 00:53",var,https://bina.az/items/5278241
5204051,Köhnə tikili,213 000,AZN,1 940 AZN/m²,6 / 9,4,110 m²,İnşaatçılar m.,var,"14.06.2025, 00:52",var,https://bina.az/items/5204051
5273208,Yeni tikili,316 000,AZN,2 850 AZN/m²,3 / 12,3,111 m²,Badamdar q.,var,"14.06.2025, 00:48",var,https://bina.az/items/5273208
5231474,Yeni tikili,224 500,AZN,2 520 AZN/m²,4 / 13,3,89 m²,Həzi Aslanov m.,var,"14.06.2025, 00:47",var,https://bina.az/items/5231474
5213542,Yeni tikili,155 000,AZN,2 150 AZN/m²,8 / 14,3,72 m²,Memar Əcəmi m.,yoxdur,"14.06.2025, 00:47",var,https://bina.az/items/5213542
5278236,Yeni tikili,100 000,AZN,2 380 AZN/m²,10 / 12,1,42 m²,Massiv D q.,var,"14.06.2025, 00:45",var,https://bina.az/items/5278236
5247118,Yeni tikili,340 000,AZN,2 980 AZN/m²,3 / 16,3,114 m²,Nəsimi r.,var,"14.06.2025, 00:41",yoxdur,https://bina.az/items/5247118
5167078,Yeni tikili,795 000,AZN,3 790 AZN/m²,8 / 17,5,210 m²,28 May m.,var,"14.06.2025, 00:37",var,https://bina.az/items/5167078
5278232,Yeni tikili,76 500,AZN,1 370 AZN/m²,2 / 7,2,56 m²,Masazır q.,var,"14.06.2025, 00:37",var,https://bina.az/items/5278232
4632355,Köhnə tikili,190 000,AZN,2 710 AZN/m²,4 / 5,3,70 m²,Nəriman Nərimanov m.,var,"14.06.2025, 00:28",var,https://bina.az/items/4632355
5252043,Yeni tikili,330 000,AZN,3 200 AZN/m²,17 / 27,2,103 m²,8 Noyabr m.,var,"14.06.2025, 00:25",var,https://bina.az/items/5252043
5248845,Yeni tikili,255 000,AZN,2 320 AZN/m²,7 / 20,3,110 m²,Həzi Aslanov q.,var,"14.06.2025, 00:25",var,https://bina.az/items/5248845
4844105,Yeni tikili,1 500 000,AZN,3 400 AZN/m²,12 / 15,7,441 m²,Bayıl q.,yoxdur,"14.06.2025, 00:24",yoxdur,https://bina.az/items/4844105
5256531,Köhnə tikili,192 000,AZN,2 400 AZN/m²,6 / 9,3,80 m²,Həzi Aslanov m.,var,"14.06.2025, 00:24",var,https://bina.az/items/5256531
5162860,Yeni tikili,199 000,AZN,3 690 AZN/m²,10 / 11,2,54 m²,28 May m.,yoxdur,"14.06.2025, 00:23",var,https://bina.az/items/5162860
5278218,Yeni tikili,503 000,AZN,2 920 AZN/m²,17 / 20,4,172 m²,Şah İsmayıl Xətai m.,var,"14.06.2025, 00:22",yoxdur,https://bina.az/items/5278218
5175079,Yeni tikili,350 000,AZN,2 780 AZN/m²,19 / 20,3,126 m²,Nizami m.,var,"14.06.2025, 00:21",var,https://bina.az/items/5175079
4939913,Yeni tikili,335 000,AZN,3 050 AZN/m²,5 / 8,3,110 m²,Nəriman Nərimanov m.,var,"14.06.2025, 00:20",var,https://bina.az/items/4939913
5142663,Yeni tikili,212 000,AZN,3 260 AZN/m²,14 / 16,2,65 m²,Nəriman Nərimanov m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5142663
5102059,Yeni tikili,270 000,AZN,2 370 AZN/m²,5 / 16,3,114 m²,Həzi Aslanov m.,var,"13.06.2025, 21:12",var,https://bina.az/items/5102059
5104295,Yeni tikili,278 630,AZN,3 910 AZN/m²,5 / 11,1,71.3 m²,Nardaran q.,yoxdur,"13.06.2025, 10:28",var,https://bina.az/items/5104295
4973402,Yeni tikili,230 000,AZN,1 770 AZN/m²,2 / 17,3,130 m²,Xalqlar Dostluğu m.,var,"13.06.2025, 19:26",var,https://bina.az/items/4973402
4951848,Köhnə tikili,229 000,AZN,2 380 AZN/m²,3 / 4,4,96.2 m²,Nəriman Nərimanov m.,var,"13.06.2025, 10:49",var,https://bina.az/items/4951848
5242464,Yeni tikili,255 000,AZN,3 000 AZN/m²,7 / 16,3,85 m²,28 May m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5242464
5193982,Yeni tikili,375 000,AZN,2 950 AZN/m²,15 / 20,3,127 m²,Gənclik m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5193982
5275556,Yeni tikili,270 000,AZN,2 370 AZN/m²,5 / 16,3,114 m²,Həzi Aslanov m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5275556
5034882,Yeni tikili,192 000,AZN,3 150 AZN/m²,5 / 17,2,61 m²,28 May m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5034882
5165766,Yeni tikili,350 000,AZN,2 500 AZN/m²,16 / 19,3,140 m²,Nizami m.,var,"14.06.2025, 00:20",var,https://bina.az/items/5165766
5278221,Yeni tikili,121 000,AZN,2 240 AZN/m²,4 / 5,2,54 m²,Badamdar q.,var,"14.06.2025, 00:19",var,https://bina.az/items/5278221
5278220,Yeni tikili,147 000,AZN,3 130 AZN/m²,3 / 19,2,47 m²,20 Yanvar m.,var,"14.06.2025, 00:18",var,https://bina.az/items/5278220
5241793,Yeni tikili,209 000,AZN,2 990 AZN/m²,14 / 18,2,70 m²,8 Noyabr m.,var,"14.06.2025, 00:17",var,https://bina.az/items/5241793
5278219,Köhnə tikili,125 001,AZN,2 080 AZN/m²,4 / 5,3,60 m²,Biləcəri q.,var,"14.06.2025, 00:17",var,https://bina.az/items/5278219
5278217,Yeni tikili,148 000,AZN,2 900 AZN/m²,3 / 15,2,51 m²,Həzi Aslanov m.,var,"14.06.2025, 00:16",var,https://bina.az/items/5278217
4891167,Yeni tikili,210 000,AZN,2 230 AZN/m²,16 / 17,2,94.3 m²,Memar Əcəmi m.,var,"14.06.2025, 00:15",var,https://bina.az/items/4891167
5197588,Yeni tikili,310 000,AZN,3 300 AZN/m²,11 / 16,3,94 m²,Nəriman Nərimanov m.,yoxdur,"14.06.2025, 00:15",var,https://bina.az/items/5197588
5092542,Köhnə tikili,174 000,AZN,2 720 AZN/m²,2 / 5,3,64 m²,Elmlər Akademiyası m.,var,"14.06.2025, 00:15",var,https://bina.az/items/5092542
5199358,Yeni tikili,345 000,AZN,2 950 AZN/m²,11 / 17,3,117 m²,Gənclik m.,var,"14.06.2025, 00:15",yoxdur,https://bina.az/items/5199358
5200362,Yeni tikili,310 000,AZN,4 560 AZN/m²,4 / 18,2,68 m²,Xətai r.,yoxdur,"14.06.2025, 00:14",var,https://bina.az/items/5200362
5200390,Yeni tikili,710 000,AZN,3 380 AZN/m²,12 / 19,4,210 m²,Elmlər Akademiyası m.,var,"14.06.2025, 00:14",var,https://bina.az/items/5200390
5201762,Yeni tikili,360 000,AZN,2 770 AZN/m²,14 / 16,3,130 m²,28 May m.,var,"14.06.2025, 00:14",var,https://bina.az/items/5201762
5278216,Köhnə tikili,190 000,AZN,2 920 AZN/m²,5 / 9,3,65 m²,İnşaatçılar m.,var,"14.06.2025, 00:14",var,https://bina.az/items/5278216
5278215,Yeni tikili,108 000,AZN,2 350 AZN/m²,5 / 12,2,46 m²,Massiv D q.,var,"14.06.2025, 00:13",var,https://bina.az/items/5278215
5262931,Yeni tikili,230 000,AZN,2 880 AZN/m²,16 / 20,2,80 m²,İnşaatçılar m.,var,"14.06.2025, 00:13",var,https://bina.az/items/5262931
4860919,Yeni tikili,270 000,AZN,3 600 AZN/m²,4 / 6,2,75 m²,Nardaran q.,yoxdur,"14.06.2025, 00:12",yoxdur,https://bina.az/items/4860919
5257189,Yeni tikili,173 000,AZN,2 660 AZN/m²,7 / 17,2,65 m²,Həzi Aslanov m.,var,"14.06.2025, 00:12",var,https://bina.az/items/5257189
5257196,Yeni tikili,165 000,AZN,2 540 AZN/m²,9 / 17,2,65 m²,Həzi Aslanov m.,yoxdur,"14.06.2025, 00:12",var,https://bina.az/items/5257196
5257221,Yeni tikili,235 000,AZN,2 900 AZN/m²,4 / 20,3,81 m²,Əhmədli q.,var,"14.06.2025, 00:12",var,https://bina.az/items/5257221
5242838,Yeni tikili,79 000,AZN,952 AZN/m²,5 / 6,2,83 m²,Masazır q.,yoxdur,"13.06.2025, 11:46",yoxdur,https://bina.az/items/5242838
4502351,Yeni tikili,291 924,AZN,4 510 AZN/m²,2 / 7,1,64.8 m²,Nardaran q.,yoxdur,"13.06.2025, 12:25",var,https://bina.az/items/4502351
5232982,Köhnə tikili,29 800,AZN,596 AZN/m²,1 / 1,2,50 m²,Binəqədi q.,yoxdur,"13.06.2025, 16:52",var,https://bina.az/items/5232982
5257257,Yeni tikili,290 000,AZN,2 500 AZN/m²,2 / 16,4,116 m²,Əhmədli q.,yoxdur,"14.06.2025, 00:11",var,https://bina.az/items/5257257
5257274,Köhnə tikili,212 000,AZN,2 490 AZN/m²,5 / 9,3,85 m²,Əhmədli m.,var,"14.06.2025, 00:11",var,https://bina.az/items/5257274
5275775,Yeni tikili,320 000,AZN,5 330 AZN/m²,17 / 21,1,60 m²,28 May m.,var,"14.06.2025, 00:11",var,https://bina.az/items/5275775
5257261,Yeni tikili,180 000,AZN,1 840 AZN/m²,15 / 17,2,98 m²,Həzi Aslanov m.,var,"14.06.2025, 00:11",var,https://bina.az/items/5257261
5257295,Yeni tikili,207 000,AZN,1 970 AZN/m²,14 / 15,3,105 m²,Həzi Aslanov m.,var,"14.06.2025, 00:11",yoxdur,https://bina.az/items/5257295
5259595,Köhnə tikili,183 000,AZN,2 820 AZN/m²,4 / 5,3,65 m²,Xalqlar Dostluğu m.,var,"14.06.2025, 00:11",var,https://bina.az/items/5259595
5261448,Yeni tikili,85 500,AZN,1 040 AZN/m²,6 / 7,3,82 m²,Masazır q.,yoxdur,"14.06.2025, 00:11",var,https://bina.az/items/5261448
5259619,Yeni tikili,285 000,AZN,2 480 AZN/m²,5 / 17,3,115 m²,Həzi Aslanov m.,var,"14.06.2025, 00:10",var,https://bina.az/items/5259619
5259827,Yeni tikili,306 000,AZN,1 800 AZN/m²,8 / 18,3,170 m²,Əhmədli q.,yoxdur,"14.06.2025, 00:10",yoxdur,https://bina.az/items/5259827
5259830,Köhnə tikili,245 000,AZN,2 330 AZN/m²,8 / 9,4,105 m²,Xalqlar Dostluğu m.,var,"14.06.2025, 00:10",var,https://bina.az/items/5259830
5254742,Köhnə tikili,159 000,AZN,2 650 AZN/m²,3 / 9,3,60 m²,Əhmədli m.,var,"14.06.2025, 00:09",var,https://bina.az/items/5254742
5251897,Yeni tikili,129 000,AZN,2 350 AZN/m²,17 / 20,2,55 m²,Əhmədli m.,var,"14.06.2025, 00:09",var,https://bina.az/items/5251897
5251900,Yeni tikili,147 000,AZN,1 840 AZN/m²,3 / 16,3,80 m²,Yeni Günəşli q.,var,"14.06.2025, 00:09",var,https://bina.az/items/5251900
5251909,Köhnə tikili,135 000,AZN,1 590 AZN/m²,6 / 9,3,85 m²,Köhnə Günəşli q.,var,"14.06.2025, 00:09",var,https://bina.az/items/5251909
5258395,Yeni tikili,795 000,AZN,3 790 AZN/m²,16 / 17,4,210 m²,Nəriman Nərimanov m.,yoxdur,"14.06.2025, 00:09",var,https://bina.az/items/5258395
5259838,Yeni tikili,410 000,AZN,2 770 AZN/m²,12 / 19,4,148 m²,Əhmədli q.,var,"14.06.2025, 00:08",var,https://bina.az/items/5259838
4786675,Köhnə tikili,280 000,AZN,3 040 AZN/m²,7 / 7,3,92 m²,Bayıl q.,var,"14.06.2025, 00:08",var,https://bina.az/items/4786675
5257292,Yeni tikili,242 000,AZN,2 660 AZN/m²,6 / 15,3,91 m²,Həzi Aslanov m.,var,"14.06.2025, 00:08",var,https://bina.az/items/5257292
5259828,Köhnə tikili,259 000,AZN,2 350 AZN/m²,3 / 5,4,110 m²,Həzi Aslanov m.,var,"14.06.2025, 00:08",var,https://bina.az/items/5259828
5254739,Yeni tikili,128 000,AZN,1 880 AZN/m²,17 / 17,2,68 m²,Həzi Aslanov m.,yoxdur,"14.06.2025, 00:08",var,https://bina.az/items/5254739
5254667,Yeni tikili,173 000,AZN,2 110 AZN/m²,13 / 14,2,82 m²,Əhmədli q.,yoxdur,"14.06.2025, 00:08",var,https://bina.az/items/5254667
5278204,Yeni tikili,162 000,AZN,2 950 AZN/m²,3 / 15,2,55 m²,Həzi Aslanov m.,var,"14.06.2025, 00:07",var,https://bina.az/items/5278204
5265066,Yeni tikili,253 000,AZN,2 580 AZN/m²,12 / 16,3,98 m²,Əhmədli q.,yoxdur,"14.06.2025, 00:07",var,https://bina.az/items/5265066
4873599,Yeni tikili,72 500,AZN,1 290 AZN/m²,3 / 6,2,56 m²,Masazır q.,var,"14.06.2025, 00:07",var,https://bina.az/items/4873599
5157051,Köhnə tikili,195 000,AZN,3 250 AZN/m²,5 / 5,2,60 m²,Nizami m.,var,"13.06.2025, 21:53",var,https://bina.az/items/5157051
5240926,Köhnə tikili,200 000,AZN,2 350 AZN/m²,3 / 4,3,85 m²,28 May m.,var,"13.06.2025, 14:08",var,https://bina.az/items/5240926
3818960,Yeni tikili,330 140,AZN,3 400 AZN/m²,16 / 16,2,97.1 m²,Nəsimi r.,var,"13.06.2025, 16:33",,https://bina.az/items/3818960
5267578,Köhnə tikili,200 000,AZN,4 000 AZN/m²,2 / 3,2,50 m²,Sahil m.,var,"13.06.2025, 21:28",var,https://bina.az/items/5267578
5138991,Yeni tikili,85 000,AZN,1 420 AZN/m²,3 / 7,2,60 m²,Masazır q.,var,"14.06.2025, 00:06",var,https://bina.az/items/5138991
4893934,Yeni tikili,90 000,AZN,1 430 AZN/m²,4 / 9,3,63 m²,Masazır q.,var,"14.06.2025, 00:06",var,https://bina.az/items/4893934
5087603,Yeni tikili,385 000,AZN,4 010 AZN/m²,10 / 19,3,96 m²,Bayıl q.,yoxdur,"14.06.2025, 00:05",yoxdur,https://bina.az/items/5087603
5278203,Yeni tikili,175 000,AZN,1 670 AZN/m²,10 / 19,3,105 m²,İnşaatçılar m.,var,"14.06.2025, 00:04",var,https://bina.az/items/5278203
5266334,Yeni tikili,150 000,AZN,1 830 AZN/m²,17 / 19,2,82 m²,Bakıxanov q.,var,"14.06.2025, 00:04",var,https://bina.az/items/5266334
5145629,Yeni tikili,120 000,AZN,976 AZN/m²,17 / 17,4,123 m²,Elmlər Akademiyası m.,var,"14.06.2025, 00:04",var,https://bina.az/items/5145629
5164978,Köhnə tikili,218 000,AZN,2 600 AZN/m²,2 / 10,3,84 m²,Gənclik m.,var,"14.06.2025, 00:04",var,https://bina.az/items/5164978
5252022,Yeni tikili,269 000,AZN,2 120 AZN/m²,10 / 17,3,127 m²,20 Yanvar m.,var,"14.06.2025, 00:02",var,https://bina.az/items/5252022
4888156,Yeni tikili,1 080 000,AZN,4 500 AZN/m²,19 / 23,4,240 m²,28 May m.,var,"14.06.2025, 00:02",yoxdur,https://bina.az/items/4888156
5116334,Yeni tikili,4 080 000,AZN,17 000 AZN/m²,14 / 32,4,240 m²,Nəsimi r.,yoxdur,"14.06.2025, 00:02",yoxdur,https://bina.az/items/5116334
4941687,Yeni tikili,660 000,AZN,4 200 AZN/m²,13 / 20,4,157 m²,Ağ şəhər q.,yoxdur,"14.06.2025, 00:02",var,https://bina.az/items/4941687
4394441,Yeni tikili,370 000,AZN,3 630 AZN/m²,3 / 5,5,102 m²,İçəri Şəhər m.,var,"14.06.2025, 00:02",var,https://bina.az/items/4394441
4803448,Yeni tikili,709 800,AZN,6 020 AZN/m²,5 / 6,3,118 m²,Ağ şəhər q.,yoxdur,"14.06.2025, 00:01",var,https://bina.az/items/4803448
5052123,Yeni tikili,1 700 000,AZN,7 520 AZN/m²,14 / 23,4,226 m²,28 May m.,yoxdur,"14.06.2025, 00:01",var,https://bina.az/items/5052123
5245414,Yeni tikili,189 000,AZN,2 300 AZN/m²,12 / 18,2,82 m²,Nəriman Nərimanov m.,var,"14.06.2025, 00:01",yoxdur,https://bina.az/items/5245414
5278198,Yeni tikili,310 000,AZN,2 650 AZN/m²,6 / 13,3,117 m²,Nərimanov r.,var,"14.06.2025, 00:00",var,https://bina.az/items/5278198
5278193,Köhnə tikili,114 000,AZN,2 850 AZN/m²,5 / 9,1,40 m²,Əhmədli m.,var,"13.06.2025, 23:56",var,https://bina.az/items/5278193
4885765,Yeni tikili,46 000,AZN,793 AZN/m²,14 / 14,1,58 m²,Masazır q.,yoxdur,"13.06.2025, 23:54",yoxdur,https://bina.az/items/4885765
5123791,Yeni tikili,345 000,AZN,4 090 AZN/m²,3 / 5,2,84.3 m²,Nardaran q.,yoxdur,"13.06.2025, 23:54",yoxdur,https://bina.az/items/5123791
5123678,Yeni tikili,315 000,AZN,5 530 AZN/m²,1 / 7,1,57 m²,Nardaran q.,yoxdur,"13.06.2025, 23:53",var,https://bina.az/items/5123678
5278190,Yeni tikili,182 000,AZN,2 020 AZN/m²,8 / 18,3,90 m²,Xətai r.,var,"13.06.2025, 23:53",var,https://bina.az/items/5278190
5216796,Yeni tikili,350 000,AZN,3 030 AZN/m²,3 / 17,3,115.7 m²,Elmlər Akademiyası m.,var,"13.06.2025, 23:53",var,https://bina.az/items/5216796
5272931,Yeni tikili,560 000,AZN,3 290 AZN/m²,16 / 18,4,170 m²,28 May m.,var,"13.06.2025, 23:53",var,https://bina.az/items/5272931
5229632,Yeni tikili,425 000,AZN,2 780 AZN/m²,17 / 21,4,153 m²,İnşaatçılar m.,yoxdur,"13.06.2025, 23:53",var,https://bina.az/items/5229632
4630933,Yeni tikili,139 999,AZN,1 750 AZN/m²,4 / 19,1,80 m²,Nərimanov r.,yoxdur,"13.06.2025, 15:49",yoxdur,https://bina.az/items/4630933
5178536,Yeni tikili,298 000,AZN,2 030 AZN/m²,2 / 16,3,146.5 m²,Azadlıq Prospekti m.,var,"13.06.2025, 18:13",var,https://bina.az/items/5178536
5199683,Yeni tikili,277 000,AZN,3 080 AZN/m²,10 / 18,2,90 m²,Nizami m.,var,"13.06.2025, 13:57",var,https://bina.az/items/5199683
5054422,Yeni tikili,145 000,AZN,1 810 AZN/m²,16 / 17,2,80 m²,Köhnə Günəşli q.,var,"13.06.2025, 23:52",var,https://bina.az/items/5054422
5184472,Yeni tikili,359 000,AZN,2 900 AZN/m²,10 / 20,3,124 m²,1-ci mikrorayon q.,yoxdur,"13.06.2025, 23:52",var,https://bina.az/items/5184472
5224323,Yeni tikili,500 000,AZN,2 870 AZN/m²,19 / 20,4,174 m²,8 Noyabr m.,yoxdur,"13.06.2025, 23:51",var,https://bina.az/items/5224323
5275628,Yeni tikili,64 000,AZN,1 280 AZN/m²,2 / 4,2,50 m²,Masazır q.,yoxdur,"13.06.2025, 23:51",var,https://bina.az/items/5275628
5275611,Köhnə tikili,115 000,AZN,1 770 AZN/m²,9 / 9,2,65 m²,Yeni Günəşli q.,var,"13.06.2025, 23:50",var,https://bina.az/items/5275611
5267683,Yeni tikili,150 000,AZN,2 830 AZN/m²,7 / 16,2,53 m²,Həzi Aslanov m.,var,"13.06.2025, 23:49",var,https://bina.az/items/5267683
5232649,Yeni tikili,188 000,AZN,2 210 AZN/m²,4 / 9,3,85 m²,Həzi Aslanov q.,var,"13.06.2025, 23:48",var,https://bina.az/items/5232649
5263014,Yeni tikili,230 000,AZN,2 350 AZN/m²,5 / 16,2,98 m²,Nəsimi m.,var,"13.06.2025, 23:48",var,https://bina.az/items/5263014
5278187,Köhnə tikili,95 000,AZN,1 900 AZN/m²,5 / 9,1,50 m²,Yeni Yasamal q.,var,"13.06.2025, 23:47",var,https://bina.az/items/5278187
5208412,Yeni tikili,102 000,AZN,1 550 AZN/m²,2 / 9,3,66 m²,Masazır q.,var,"13.06.2025, 23:46",var,https://bina.az/items/5208412
5278184,Köhnə tikili,172 000,AZN,2 000 AZN/m²,3 / 5,3,86 m²,Bakıxanov q.,var,"13.06.2025, 23:46",var,https://bina.az/items/5278184
5278183,Köhnə tikili,88 000,AZN,2 750 AZN/m²,9 / 9,1,32 m²,Bakıxanov q.,var,"13.06.2025, 23:44",var,https://bina.az/items/5278183
5202817,Yeni tikili,300 000,AZN,3 230 AZN/m²,14 / 18,3,93 m²,Elmlər Akademiyası m.,var,"13.06.2025, 23:43",var,https://bina.az/items/5202817
5202324,Yeni tikili,335 000,AZN,3 050 AZN/m²,5 / 16,3,110 m²,28 May m.,yoxdur,"13.06.2025, 23:43",var,https://bina.az/items/5202324
5270270,Yeni tikili,400 000,AZN,2 420 AZN/m²,7 / 16,3,165 m²,28 May m.,yoxdur,"13.06.2025, 23:41",yoxdur,https://bina.az/items/5270270
5256995,Yeni tikili,78 000,AZN,1 390 AZN/m²,2 / 6,2,56 m²,Masazır q.,var,"13.06.2025, 23:40",var,https://bina.az/items/5256995
5082224,Yeni tikili,97 000,AZN,1 310 AZN/m²,2 / 3,3,74 m²,Binəqədi q.,yoxdur,"13.06.2025, 23:40",var,https://bina.az/items/5082224
5251992,Yeni tikili,399 000,AZN,3 170 AZN/m²,5 / 6,3,126 m²,İçəri Şəhər m.,var,"13.06.2025, 23:39",var,https://bina.az/items/5251992
5234198,Yeni tikili,275 000,AZN,2 840 AZN/m²,18 / 20,2,97 m²,Gənclik m.,var,"13.06.2025, 23:37",var,https://bina.az/items/5234198
4827874,Yeni tikili,335 000,AZN,2 190 AZN/m²,15 / 18,3,153 m²,Bayıl q.,var,"13.06.2025, 23:37",yoxdur,https://bina.az/items/4827874
4136157,Yeni tikili,209 000,AZN,2 200 AZN/m²,4 / 19,2,95 m²,Bayıl q.,var,"13.06.2025, 23:37",yoxdur,https://bina.az/items/4136157
5259574,Köhnə tikili,230 000,AZN,2 710 AZN/m²,6 / 9,3,85 m²,Azadlıq Prospekti m.,var,"13.06.2025, 23:35",var,https://bina.az/items/5259574
5278178,Yeni tikili,250 000,AZN,2 400 AZN/m²,14 / 16,3,104 m²,20 Yanvar m.,var,"13.06.2025, 23:34",var,https://bina.az/items/5278178
4967643,Yeni tikili,182 696,AZN,2 050 AZN/m²,4 / 13,2,89.1 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:31",yoxdur,https://bina.az/items/4967643
5223125,Yeni tikili,212 000,AZN,2 900 AZN/m²,16 / 18,2,73 m²,Nəsimi r.,var,"13.06.2025, 16:18",yoxdur,https://bina.az/items/5223125
5022652,Yeni tikili,120 000,AZN,2 400 AZN/m²,15 / 18,2,50 m²,İnşaatçılar m.,yoxdur,"13.06.2025, 15:24",var,https://bina.az/items/5022652
5197326,Yeni tikili,380 000,AZN,2 410 AZN/m²,15 / 24,3,157.6 m²,Xətai r.,var,"13.06.2025, 21:11",var,https://bina.az/items/5197326
5020420,Yeni tikili,125 000,AZN,1 390 AZN/m²,4 / 6,3,90 m²,Masazır q.,var,"13.06.2025, 11:10",var,https://bina.az/items/5020420
4965966,Yeni tikili,168 305,AZN,2 050 AZN/m²,8 / 14,2,82.1 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:31",yoxdur,https://bina.az/items/4965966
5254154,Köhnə tikili,150 000,AZN,3 000 AZN/m²,1 / 2,2,50 m²,Sahil m.,var,"13.06.2025, 23:53",var,https://bina.az/items/5254154
4966017,Yeni tikili,232 700,AZN,2 000 AZN/m²,7 / 14,3,116.3 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:30",yoxdur,https://bina.az/items/4966017
5192519,Yeni tikili,300 000,AZN,3 950 AZN/m²,16 / 16,2,76 m²,Şah İsmayıl Xətai m.,var,"13.06.2025, 23:30",var,https://bina.az/items/5192519
4967576,Yeni tikili,300 803,AZN,2 180 AZN/m²,4 / 13,3,138.3 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:30",yoxdur,https://bina.az/items/4967576
4967529,Yeni tikili,229 028,AZN,2 030 AZN/m²,11 / 13,3,113.1 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:30",yoxdur,https://bina.az/items/4967529
4967505,Yeni tikili,181 300,AZN,2 000 AZN/m²,6 / 13,3,90.6 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:30",yoxdur,https://bina.az/items/4967505
4967105,Yeni tikili,120 015,AZN,2 100 AZN/m²,12 / 13,1,57.1 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:29",yoxdur,https://bina.az/items/4967105
4966002,Yeni tikili,232 774,AZN,2 030 AZN/m²,9 / 14,3,114.9 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:29",yoxdur,https://bina.az/items/4966002
4965982,Yeni tikili,193 320,AZN,2 000 AZN/m²,5 / 14,3,96.6 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:29",yoxdur,https://bina.az/items/4965982
4965055,Yeni tikili,236 961,AZN,1 980 AZN/m²,4 / 13,3,119.9 m²,7-ci mikrorayon q.,yoxdur,"13.06.2025, 23:29",,https://bina.az/items/4965055
5227196,Yeni tikili,355 000,AZN,2 060 AZN/m²,7 / 16,4,172 m²,Həzi Aslanov m.,var,"13.06.2025, 23:29",var,https://bina.az/items/5227196
5278175,Köhnə tikili,116 500,AZN,2 120 AZN/m²,2 / 5,2,55 m²,20 Yanvar m.,var,"13.06.2025, 23:28",var,https://bina.az/items/5278175
4874554,Yeni tikili,680 000,AZN,2 310 AZN/m²,2 / 8,3,295 m²,Ağ şəhər q.,yoxdur,"13.06.2025, 23:53",yoxdur,https://bina.az/items/4874554
5273867,Yeni tikili,165 000,AZN,3 300 AZN/m²,7 / 18,2,50 m²,Memar Əcəmi m.,var,"13.06.2025, 23:26",var,https://bina.az/items/5273867
5216221,Yeni tikili,270 000,AZN,3 000 AZN/m²,5 / 16,3,90 m²,Qara Qarayev m.,yoxdur,"14.06.2025, 01:39",var,https://bina.az/items/5216221
5278172,Yeni tikili,79 500,AZN,2 270 AZN/m²,9 / 9,1,35 m²,Yeni Günəşli q.,var,"13.06.2025, 23:53",var,https://bina.az/items/5278172
5207693,Köhnə tikili,109 000,AZN,3 110 AZN/m²,5 / 5,1,35 m²,Nəriman Nərimanov m.,var,"13.06.2025, 23:24",var,https://bina.az/items/5207693
4723604,Yeni tikili,179 000,AZN,2 840 AZN/m²,10 / 12,2,63 m²,Elmlər Akademiyası m.,yoxdur,"13.06.2025, 23:24",yoxdur,https://bina.az/items/4723604
